curso_codigo;sie_codigo;especialidad_desc;sector_desc;familia_desc;area_desc;especialidad_desc_1;curso_desc;duracion_formacion;duracion_practicas;especialidad_de_certificado;modalidad;dirigido_a;censo;centro_desc;centro_direccion;centro_cp;centro_telefono;centro_email;centro_municipio
18/8065;CCLL2018/8065;COMT0110;Servicios;Comercio y marketing;Compraventa;ATENCIÓN AL CLIENTE, CONSUMIDOR O USUARIO;ATENCIÓN AL CLIENTE, CONSUMIDOR O USUARIO;420;40;SÍ;Presencial;Desempleados;27001;CON.M. MONSERRAT CABALLE;Calle Mar de Alborán, 1  ;28500;918711344;desarrollo_local@ayto-arganda.es;ARGANDA DEL REY
18/8066;CCLL2018/8066;ADGX01;Servicios;Administración y gestión;Especialidades sin área definida (administración y oficinas);INGLÉS: GESTIÓN COMERCIAL;INGLÉS: GESTIÓN COMERCIAL;200;0;NO;Presencial;Desempleados;26950;CENT.SERV.EMPRESARIALES;Calle Montealegre, 11  ;28500;918711344;desarrollo_local@ayto-arganda.es;ARGANDA DEL REY
18/8067;CCLL2018/8067;COMT0411;Servicios;Comercio y marketing;Compraventa;GESTIÓN COMERCIAL DE VENTAS;GESTIÓN COMERCIAL DE VENTAS;530;80;SÍ;Presencial;Desempleados;26950;CENT.SERV.EMPRESARIALES;Calle Montealegre, 11  ;28500;918711344;desarrollo_local@ayto-arganda.es;ARGANDA DEL REY
18/8068;CCLL2018/8068;SSCG0111;Servicios;Servicios socioculturales y a la comunidad;Atención social;GESTIÓN DE LLAMADAS DE TELEASISTENCIA;GESTIÓN DE LLAMADAS DE TELEASISTENCIA;230;80;SÍ;Presencial;Desempleados;26950;CENT.SERV.EMPRESARIALES;Calle Montealegre, 11  ;28500;918711344;desarrollo_local@ayto-arganda.es;ARGANDA DEL REY
18/8069;CCLL2018/8069;IFCD0110;Servicios;Informática  y comunicaciones;Desarrollo;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;480;80;SÍ;Presencial;Desempleados;27001;CON.M. MONSERRAT CABALLE;Calle Mar de Alborán, 1  ;28500;918711344;desarrollo_local@ayto-arganda.es;ARGANDA DEL REY
18/8070;CCLL2018/8070;SSCE01;Servicios;Servicios socioculturales y a la comunidad;Formación y educación;INGLÉS A1;INGLÉS A1;150;0;NO;Presencial;Desempleados;27001;CON.M. MONSERRAT CABALLE;Calle Mar de Alborán, 1  ;28500;918711344;desarrollo_local@ayto-arganda.es;ARGANDA DEL REY
18/8071;CCLL2018/8071;COML0109;Servicios;Comercio y marketing;Logística comercial y gestión del transporte;TRÁFICO DE MERCANCÍAS POR CARRETERA;TRÁFICO DE MERCANCÍAS POR CARRETERA;440;80;SÍ;Presencial;Desempleados;26817;CENTRO INICIATIVAS MUNI.;Calle Rincón de las Eras, 10  ;28400;912795151;afepe@ayto-colladovillalba.org;COLLADO VILLALBA
18/8072;CCLL2018/8072;SSCB0209;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;150;160;SÍ;Presencial;Desempleados;26817;CENTRO INICIATIVAS MUNI.;Calle Rincón de las Eras, 10  ;28400;912795151;afepe@ayto-colladovillalba.org;COLLADO VILLALBA
18/8073;CCLL2018/8073;SSCS0208;Servicios;Servicios socioculturales y a la comunidad;Asistencia social;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;370;80;SÍ;Presencial;Desempleados;26817;CENTRO INICIATIVAS MUNI.;Calle Rincón de las Eras, 10  ;28400;912795151;afepe@ayto-colladovillalba.org;COLLADO VILLALBA
18/8074;CCLL2018/8074;ADGG0208;Servicios;Administración y gestión;Gestión de la información y la comunicación;ACTIVIDADES ADMINISTRATIVAS EN LA RELACIÓN CON EL CLIENTE;ACTIVIDADES ADMINISTRATIVAS EN LA RELACIÓN CON EL CLIENTE;680;120;SÍ;Presencial;Desempleados;26817;CENTRO INICIATIVAS MUNI.;Calle Rincón de las Eras, 10  ;28400;912795151;afepe@ayto-colladovillalba.org;COLLADO VILLALBA
18/8075;CCLL2018/8075;SEAG0109;Servicios;Seguridad y medioambiente;Gestión ambiental;INTERPRETACIÓN Y EDUCACIÓN AMBIENTAL;INTERPRETACIÓN Y EDUCACIÓN AMBIENTAL;420;80;SÍ;Presencial;Desempleados;26817;CENTRO INICIATIVAS MUNI.;Calle Rincón de las Eras, 10  ;28400;912795151;afepe@ayto-colladovillalba.org;COLLADO VILLALBA
18/8076;CCLL2018/8076;SSCB0209;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;150;160;SÍ;Presencial;Desempleados;26817;CENTRO INICIATIVAS MUNI.;Calle Rincón de las Eras, 10  ;28400;912795151;afepe@ayto-colladovillalba.org;COLLADO VILLALBA
18/8077;CCLL2018/8077;SSCG0111;Servicios;Servicios socioculturales y a la comunidad;Atención social;GESTIÓN DE LLAMADAS DE TELEASISTENCIA;GESTIÓN DE LLAMADAS DE TELEASISTENCIA;230;80;SÍ;Presencial;Desempleados;26817;CENTRO INICIATIVAS MUNI.;Calle Rincón de las Eras, 10  ;28400;912795151;afepe@ayto-colladovillalba.org;COLLADO VILLALBA
18/8078;CCLL2018/8078;SSCS0208;Servicios;Servicios socioculturales y a la comunidad;Asistencia social;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;370;80;SÍ;Presencial;Desempleados;26817;CENTRO INICIATIVAS MUNI.;Calle Rincón de las Eras, 10  ;28400;912795151;afepe@ayto-colladovillalba.org;COLLADO VILLALBA
18/8079;CCLL2018/8079;ELES0208;Industria;Electricidad y electrónica;Instalaciones de telecomunicación;OPERACIONES AUXILIARES DE MONTAJE DE INSTALACIONES ELECTROTÉCNICAS Y DE TELECOMUNICACIONES EN EDIFICIOS;OPERACIONES AUXILIARES DE MONTAJE DE INSTALACIONES ELECTROTÉCNICAS Y DE TELECOMUNICACIONES EN EDIFICIOS;300;80;SÍ;Presencial;Desempleados;16294;AYUNTAMIENTO DE GUADARRAMA;Calle Paraje San Juan, s/n  ;28440;918547465;aedlnt@guadarrama.es;GUADARRAMA
18/8080;CCLL2018/8080;HOTR0108;Servicios;Hostelería y turismo;Restauración;OPERACIONES BÁSICAS DE COCINA;OPERACIONES BÁSICAS DE COCINA;270;80;SÍ;Presencial;Desempleados;16294;AYUNTAMIENTO DE GUADARRAMA;Calle Paraje San Juan, s/n  ;28440;918547465;aedlnt@guadarrama.es;GUADARRAMA
18/8081;CCLL2018/8081;HOTR0109;Servicios;Hostelería y turismo;Restauración;OPERACIONES BÁSICAS DE PASTELERÍA;OPERACIONES BÁSICAS DE PASTELERÍA;330;80;SÍ;Presencial;Desempleados;16294;AYUNTAMIENTO DE GUADARRAMA;Calle Paraje San Juan, s/n  ;28440;918547465;aedlnt@guadarrama.es;GUADARRAMA
18/8082;CCLL2018/8082;ADGG0408;Servicios;Administración y gestión;Gestión de la información y la comunicación;OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES;OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES;390;40;SÍ;Presencial;Desempleados;1562;AYTO.LEGANES-C.F.1ºMAYO;Calle Quimica, 1  ;28918;912489400;1mayo2@leganes.org    690603633   635372095;LEGANES
18/8083;CCLL2018/8083;ADGG0508;Servicios;Administración y gestión;Gestión de la información y la comunicación;OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS;OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS;360;80;SÍ;Presencial;Desempleados;1562;AYTO.LEGANES-C.F.1ºMAYO;Calle Quimica, 1  ;28918;912489400;1mayo2@leganes.org    690603633   635372095;LEGANES
18/8084;CCLL2018/8084;AGAO0108;Agricultura;Agraria;Ornamentales y jardinería;ACTIVIDADES AUXILIARES EN VIVEROS, JARDINES Y CENTROS DE JARDINERÍA;ACTIVIDADES AUXILIARES EN VIVEROS, JARDINES Y CENTROS DE JARDINERÍA;250;80;SÍ;Presencial;Desempleados;1562;AYTO.LEGANES-C.F.1ºMAYO;Calle Quimica, 1  ;28918;912489400;1mayo2@leganes.org    690603633   635372095;LEGANES
18/8085;CCLL2018/8085;ADGG0408;Servicios;Administración y gestión;Gestión de la información y la comunicación;OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES;OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES;390;40;SÍ;Presencial;Desempleados;21817;MUNICIPAL LAS DEHESILLAS;Avenida del Museo, 4  ;28918;912489395;1mayo2@leganes.org;LEGANES
18/8086;CCLL2018/8086;ADGG0208;Servicios;Administración y gestión;Gestión de la información y la comunicación;ACTIVIDADES ADMINISTRATIVAS EN LA RELACIÓN CON EL CLIENTE;ACTIVIDADES ADMINISTRATIVAS EN LA RELACIÓN CON EL CLIENTE;680;120;SÍ;Presencial;Desempleados;1562;AYTO.LEGANES-C.F.1ºMAYO;Calle Quimica, 1  ;28918;912489400;1mayo2@leganes.org    690603633   635372095;LEGANES
18/8087;CCLL2018/8087;AGAO0208;Agricultura;Agraria;Ornamentales y jardinería;INSTALACIÓN Y MANTENIMIENTO DE JARDINES Y ZONAS VERDES;INSTALACIÓN Y MANTENIMIENTO DE JARDINES Y ZONAS VERDES;390;80;SÍ;Presencial;Desempleados;1562;AYTO.LEGANES-C.F.1ºMAYO;Calle Quimica, 1  ;28918;912489400;1mayo2@leganes.org    690603633   635372095;LEGANES
18/8088;CCLL2018/8088;IFCD0110;Servicios;Informática  y comunicaciones;Desarrollo;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;480;80;SÍ;Presencial;Desempleados;1562;AYTO.LEGANES-C.F.1ºMAYO;Calle Quimica, 1  ;28918;912489400;1mayo2@leganes.org    690603633   635372095;LEGANES
18/8089;CCLL2018/8089;IFCT0209;Servicios;Informática  y comunicaciones;Sistemas y telemática;SISTEMAS MICROINFORMÁTICOS;SISTEMAS MICROINFORMÁTICOS;560;40;SÍ;Presencial;Desempleados;1562;AYTO.LEGANES-C.F.1ºMAYO;Calle Quimica, 1  ;28918;912489400;1mayo2@leganes.org    690603633   635372095;LEGANES
18/8090;CCLL2018/8090;SSCB0209;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;150;160;SÍ;Presencial;Desempleados;1562;AYTO.LEGANES-C.F.1ºMAYO;Calle Quimica, 1  ;28918;912489400;1mayo2@leganes.org    690603633   635372095;LEGANES
18/8091;CCLL2018/8091;SSCS0208;Servicios;Servicios socioculturales y a la comunidad;Asistencia social;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;370;80;SÍ;Presencial;Desempleados;1562;AYTO.LEGANES-C.F.1ºMAYO;Calle Quimica, 1  ;28918;912489400;1mayo2@leganes.org    690603633   635372095;LEGANES
18/8092;CCLL2018/8092;ADGG0208;Servicios;Administración y gestión;Gestión de la información y la comunicación;ACTIVIDADES ADMINISTRATIVAS EN LA RELACIÓN CON EL CLIENTE;ACTIVIDADES ADMINISTRATIVAS EN LA RELACIÓN CON EL CLIENTE;680;120;SÍ;Presencial;Desempleados;1561;FORMACION MUNPAL PARLA;Calle Pinto, 76  ;28982;916050153;formacionempleo@ayuntamientoparla.es;PARLA
18/8093;CCLL2018/8093;ADGG0508;Servicios;Administración y gestión;Gestión de la información y la comunicación;OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS;OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS;360;80;SÍ;Presencial;Desempleados;1561;FORMACION MUNPAL PARLA;Calle Pinto, 76  ;28982;916050153;formacionempleo@ayuntamientoparla.es;PARLA
18/8094;CCLL2018/8094;IFCT36;Servicios;Informática  y comunicaciones;Sistemas y telemática;EXCEL AVANZADO;EXCEL AVANZADO;100;0;NO;Presencial;Desempleados;1561;FORMACION MUNPAL PARLA;Calle Pinto, 76  ;28982;916050153;formacionempleo@ayuntamientoparla.es;PARLA
18/8095;CCLL2018/8095;SANT0208;Servicios;Sanidad;Atención sanitaria;TRANSPORTE SANITARIO;TRANSPORTE SANITARIO;400;160;SÍ;Presencial;Desempleados;27328;"CENTRO DE FORMACION MUNICIPAL ""PIO XII""";Calle Pintor Rosales, s/n  ;28982;916991799;alcaldia@ayuntamientoparla.es;PARLA
18/8096;CCLL2018/8096;SSCB0209;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;150;160;SÍ;Presencial;Desempleados;27328;"CENTRO DE FORMACION MUNICIPAL ""PIO XII""";Calle Pintor Rosales, s/n  ;28982;916991799;alcaldia@ayuntamientoparla.es;PARLA
18/8097;CCLL2018/8097;SSCE01;Servicios;Servicios socioculturales y a la comunidad;Formación y educación;INGLÉS A1;INGLÉS A1;150;0;NO;Presencial;Desempleados;27328;"CENTRO DE FORMACION MUNICIPAL ""PIO XII""";Calle Pintor Rosales, s/n  ;28982;916991799;alcaldia@ayuntamientoparla.es;PARLA
18/8098;CCLL2018/8098;SSCE02;Servicios;Servicios socioculturales y a la comunidad;Formación y educación;INGLÉS A2;INGLÉS A2;150;0;NO;Presencial;Desempleados;27328;"CENTRO DE FORMACION MUNICIPAL ""PIO XII""";Calle Pintor Rosales, s/n  ;28982;916991799;alcaldia@ayuntamientoparla.es;PARLA
18/8099;CCLL2018/8099;SSCE03;Servicios;Servicios socioculturales y a la comunidad;Formación y educación;INGLÉS B1;INGLÉS B1;240;0;NO;Presencial;Desempleados;27328;"CENTRO DE FORMACION MUNICIPAL ""PIO XII""";Calle Pintor Rosales, s/n  ;28982;916991799;alcaldia@ayuntamientoparla.es;PARLA
18/8100;CCLL2018/8100;SSCS0208;Servicios;Servicios socioculturales y a la comunidad;Asistencia social;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;370;80;SÍ;Presencial;Desempleados;27328;"CENTRO DE FORMACION MUNICIPAL ""PIO XII""";Calle Pintor Rosales, s/n  ;28982;916991799;alcaldia@ayuntamientoparla.es;PARLA
18/8101;CCLL2018/8101;IFCD28;Servicios;Informática  y comunicaciones;Desarrollo;DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL CON UNITY 3D;DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL CON UNITY 3D;300;0;NO;Presencial;Desempleados;26861;INSTITUTO MUNICIPAL DE EMPLEO Y FORMACION MARCELINO CAMACHO;Calle Crisol, 1  ;28522;916602991;desarrollo@rivas-vaciamadrid.org;RIVAS-VACIAMADRID
18/8102;CCLL2018/8102;IFCT0108;Servicios;Informática  y comunicaciones;Sistemas y telemática;OPERACIONES AUXILIARES DE MONTAJE Y MANTENIMIENTO DE SISTEMAS MICROINFORMÁTICOS;OPERACIONES AUXILIARES DE MONTAJE Y MANTENIMIENTO DE SISTEMAS MICROINFORMÁTICOS;290;80;SÍ;Presencial;Desempleados;26861;INSTITUTO MUNICIPAL DE EMPLEO Y FORMACION MARCELINO CAMACHO;Calle Crisol, 1  ;28522;916602991;desarrollo@rivas-vaciamadrid.org;RIVAS-VACIAMADRID
18/8103;CCLL2018/8103;IFCT46;Servicios;Informática  y comunicaciones;Sistemas y telemática;COMPETENCIAS DIGITALES AVANZADAS;COMPETENCIAS DIGITALES AVANZADAS;60;0;NO;Presencial;Desempleados;26861;INSTITUTO MUNICIPAL DE EMPLEO Y FORMACION MARCELINO CAMACHO;Calle Crisol, 1  ;28522;916602991;desarrollo@rivas-vaciamadrid.org;RIVAS-VACIAMADRID
18/8104;CCLL2018/8104;SSCB0211;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DIRECCIÓN Y COORDINACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;DIRECCIÓN Y COORDINACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;290;120;SÍ;Presencial;Desempleados;26861;INSTITUTO MUNICIPAL DE EMPLEO Y FORMACION MARCELINO CAMACHO;Calle Crisol, 1  ;28522;916602991;desarrollo@rivas-vaciamadrid.org;RIVAS-VACIAMADRID
18/8105;CCLL2018/8105;SSCE02;Servicios;Servicios socioculturales y a la comunidad;Formación y educación;INGLÉS A2;INGLÉS A2;150;0;NO;Presencial;Desempleados;26861;INSTITUTO MUNICIPAL DE EMPLEO Y FORMACION MARCELINO CAMACHO;Calle Crisol, 1  ;28522;916602991;desarrollo@rivas-vaciamadrid.org;RIVAS-VACIAMADRID
18/8106;CCLL2018/8106;SSCE03;Servicios;Servicios socioculturales y a la comunidad;Formación y educación;INGLÉS B1;INGLÉS B1;240;0;NO;Presencial;Desempleados;26861;INSTITUTO MUNICIPAL DE EMPLEO Y FORMACION MARCELINO CAMACHO;Calle Crisol, 1  ;28522;916602991;desarrollo@rivas-vaciamadrid.org;RIVAS-VACIAMADRID
18/8107;CCLL2018/8107;SSCE04;Servicios;Servicios socioculturales y a la comunidad;Formación y educación;INGLÉS B2;INGLÉS B2;240;0;NO;Presencial;Desempleados;26861;INSTITUTO MUNICIPAL DE EMPLEO Y FORMACION MARCELINO CAMACHO;Calle Crisol, 1  ;28522;916602991;desarrollo@rivas-vaciamadrid.org;RIVAS-VACIAMADRID
18/8108;CCLL2018/8108;COMT0211;Servicios;Comercio y marketing;Compraventa;ACTIVIDADES AUXILIARES DE COMERCIO;ACTIVIDADES AUXILIARES DE COMERCIO;230;40;SÍ;Presencial;Desempleados;27320;CENTRO MUNICIPAL DE PARTICIPACION CIUDADANA Y EMPLEO;Plaza Fernando VI, 11  ;28830;916735712;formacion@ayto-sanfernando.com;SAN FERNANDO DE HENARES
18/8109;CCLL2018/8109;COML0309;Servicios;Comercio y marketing;Logística comercial y gestión del transporte;ORGANIZACIÓN Y GESTIÓN DE ALMACENES;ORGANIZACIÓN Y GESTIÓN DE ALMACENES;310;80;SÍ;Presencial;Desempleados;27320;CENTRO MUNICIPAL DE PARTICIPACION CIUDADANA Y EMPLEO;Plaza Fernando VI, 11  ;28830;916735712;formacion@ayto-sanfernando.com;SAN FERNANDO DE HENARES
18/8110;CCLL2018/8110;IFCT0309;Servicios;Informática  y comunicaciones;Sistemas y telemática;MONTAJE Y REPARACIÓN DE SISTEMAS MICROINFORMÁTICOS;MONTAJE Y REPARACIÓN DE SISTEMAS MICROINFORMÁTICOS;470;40;SÍ;Presencial;Desempleados;27320;CENTRO MUNICIPAL DE PARTICIPACION CIUDADANA Y EMPLEO;Plaza Fernando VI, 11  ;28830;916735712;formacion@ayto-sanfernando.com;SAN FERNANDO DE HENARES
18/8111;CCLL2018/8111;SSCS0208;Servicios;Servicios socioculturales y a la comunidad;Asistencia social;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;370;80;SÍ;Presencial;Desempleados;27320;CENTRO MUNICIPAL DE PARTICIPACION CIUDADANA Y EMPLEO;Plaza Fernando VI, 11  ;28830;916735712;formacion@ayto-sanfernando.com;SAN FERNANDO DE HENARES
18/8112;CCLL2018/8112;HOTR0508;Servicios;Hostelería y turismo;Restauración;SERVICIOS DE BAR Y CAFETERÍA;SERVICIOS DE BAR Y CAFETERÍA;560;80;SÍ;Presencial;Desempleados;27742;CENTRO DE FORMACION Y DESARROLLO;Carretera de Toledo, s/n  ;28680;918611810;desarrollo@sanmartindevaldeiglesias.es;SAN MARTIN DE VALDEIGLESIAS
18/8113;CCLL2018/8113;SSCB0211;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DIRECCIÓN Y COORDINACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;DIRECCIÓN Y COORDINACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;290;120;SÍ;Presencial;Desempleados;27742;CENTRO DE FORMACION Y DESARROLLO;Carretera de Toledo, s/n  ;28680;918611810;desarrollo@sanmartindevaldeiglesias.es;SAN MARTIN DE VALDEIGLESIAS
18/8114;CCLL2018/8114;ADGD0108;Servicios;Administración y gestión;Administración y auditoría;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;550;80;SÍ;Presencial;Desempleados;27353;CENTRO MUNICIPAL DE FORMACION OCUPACIONAL;Avenida Ramon y Cajal, 15  ;28703;916587801;fbercianosz@ssreyes.org;SAN SEBASTIAN DE LOS REYES
18/8115;CCLL2018/8115;IFCD26;Servicios;Informática  y comunicaciones;Desarrollo;CMS Y E-COMMERCE;CMS Y E-COMMERCE;100;0;NO;Presencial;Desempleados;27353;CENTRO MUNICIPAL DE FORMACION OCUPACIONAL;Avenida Ramon y Cajal, 15  ;28703;916587801;fbercianosz@ssreyes.org;SAN SEBASTIAN DE LOS REYES
18/8116;CCLL2018/8116;IFCT0108;Servicios;Informática  y comunicaciones;Sistemas y telemática;OPERACIONES AUXILIARES DE MONTAJE Y MANTENIMIENTO DE SISTEMAS MICROINFORMÁTICOS;OPERACIONES AUXILIARES DE MONTAJE Y MANTENIMIENTO DE SISTEMAS MICROINFORMÁTICOS;290;80;SÍ;Presencial;Desempleados;27353;CENTRO MUNICIPAL DE FORMACION OCUPACIONAL;Avenida Ramon y Cajal, 15  ;28703;916587801;fbercianosz@ssreyes.org;SAN SEBASTIAN DE LOS REYES
18/8117;CCLL2018/8117;IFCT0509;Servicios;Informática  y comunicaciones;Sistemas y telemática;ADMINISTRACIÓN DE SERVICIOS DE INTERNET;ADMINISTRACIÓN DE SERVICIOS DE INTERNET;510;80;SÍ;Presencial;Desempleados;27353;CENTRO MUNICIPAL DE FORMACION OCUPACIONAL;Avenida Ramon y Cajal, 15  ;28703;916587801;fbercianosz@ssreyes.org;SAN SEBASTIAN DE LOS REYES
18/8118;CCLL2018/8118;IFCT37;Servicios;Informática  y comunicaciones;Sistemas y telemática;HERRAMIENTAS WEB 2.0;HERRAMIENTAS WEB 2.0;100;0;NO;Presencial;Desempleados;27353;CENTRO MUNICIPAL DE FORMACION OCUPACIONAL;Avenida Ramon y Cajal, 15  ;28703;916587801;fbercianosz@ssreyes.org;SAN SEBASTIAN DE LOS REYES
18/8119;CCLL2018/8119;IFCT45;Servicios;Informática  y comunicaciones;Sistemas y telemática;COMPETENCIAS DIGITALES BÁSICAS;COMPETENCIAS DIGITALES BÁSICAS;60;0;NO;Presencial;Desempleados;27353;CENTRO MUNICIPAL DE FORMACION OCUPACIONAL;Avenida Ramon y Cajal, 15  ;28703;916587801;fbercianosz@ssreyes.org;SAN SEBASTIAN DE LOS REYES
18/8120;CCLL2018/8120;IFCT46;Servicios;Informática  y comunicaciones;Sistemas y telemática;COMPETENCIAS DIGITALES AVANZADAS;COMPETENCIAS DIGITALES AVANZADAS;60;0;NO;Presencial;Desempleados;27353;CENTRO MUNICIPAL DE FORMACION OCUPACIONAL;Avenida Ramon y Cajal, 15  ;28703;916587801;fbercianosz@ssreyes.org;SAN SEBASTIAN DE LOS REYES
18/8121;CCLL2018/8121;SSCE02;Servicios;Servicios socioculturales y a la comunidad;Formación y educación;INGLÉS A2;INGLÉS A2;150;0;NO;Presencial;Desempleados;27353;CENTRO MUNICIPAL DE FORMACION OCUPACIONAL;Avenida Ramon y Cajal, 15  ;28703;916587801;fbercianosz@ssreyes.org;SAN SEBASTIAN DE LOS REYES
18/8122;CCLL2018/8122;SSCE03;Servicios;Servicios socioculturales y a la comunidad;Formación y educación;INGLÉS B1;INGLÉS B1;240;0;NO;Presencial;Desempleados;27353;CENTRO MUNICIPAL DE FORMACION OCUPACIONAL;Avenida Ramon y Cajal, 15  ;28703;916587801;fbercianosz@ssreyes.org;SAN SEBASTIAN DE LOS REYES
18/8123;CCLL2018/8123;ADGD0308;Servicios;Administración y gestión;Administración y auditoría;ACTIVIDADES DE GESTIÓN ADMINISTRATIVA;ACTIVIDADES DE GESTIÓN ADMINISTRATIVA;800;80;SÍ;Presencial;Desempleados;27961;CENTRO DE FORMACION DE EXCELENCIA TORREJON DE ARDOZ;Calle Mejorada, 17  ;28850;;;TORREJON DE ARDOZ
18/8124;CCLL2018/8124;ADGG0408;Servicios;Administración y gestión;Gestión de la información y la comunicación;OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES;OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES;390;40;SÍ;Presencial;Desempleados;27961;CENTRO DE FORMACION DE EXCELENCIA TORREJON DE ARDOZ;Calle Mejorada, 17  ;28850;;;TORREJON DE ARDOZ
18/8125;CCLL2018/8125;ADGG0508;Servicios;Administración y gestión;Gestión de la información y la comunicación;OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS;OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS;360;80;SÍ;Presencial;Desempleados;27961;CENTRO DE FORMACION DE EXCELENCIA TORREJON DE ARDOZ;Calle Mejorada, 17  ;28850;;;TORREJON DE ARDOZ
18/8126;CCLL2018/8126;IFCT0109;Servicios;Informática  y comunicaciones;Sistemas y telemática;SEGURIDAD INFORMÁTICA;SEGURIDAD INFORMÁTICA;420;80;SÍ;Presencial;Desempleados;27961;CENTRO DE FORMACION DE EXCELENCIA TORREJON DE ARDOZ;Calle Mejorada, 17  ;28850;;;TORREJON DE ARDOZ
18/8127;CCLL2018/8127;SSCS0108;Servicios;Servicios socioculturales y a la comunidad;Asistencia social;ATENCIÓN SOCIOSANITARIA A PERSONAS EN EL DOMICILIO;ATENCIÓN SOCIOSANITARIA A PERSONAS EN EL DOMICILIO;480;120;SÍ;Presencial;Desempleados;27961;CENTRO DE FORMACION DE EXCELENCIA TORREJON DE ARDOZ;Calle Mejorada, 17  ;28850;;;TORREJON DE ARDOZ
